"Name";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"High";"Low";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"ACTEOS";"FR0000076861";"EOS";"NYSE Euronext Paris";"EUR";"1.95";"2.05";"1.95";"2.05";"07/09/2012 10:03";"CET";"3000";"6022.00"
"ACTIA GROUP";"FR0000076655";"ATI";"NYSE Euronext Paris";"EUR";"1.41";"1.43";"1.37";"1.40";"07/09/2012 17:18";"CET";"40139";"56506.03"
"ADA";"FR0000053076";"ALADA";"NYSE Alternext Paris";"EUR";"5.25";"5.25";"5.03";"5.03";"07/09/2012 15:08";"CET";"201";"1024.25"
"ADC SIIC";"FR0000065401";"ALDV";"NYSE Euronext Paris";"EUR";"0.14";"0.14";"0.14";"0.14";"07/09/2012 16:30";"CET";"19202";"2688.28"
"ADCSIIC122014";"FR0010561985";"DVBSI";"NYSE Euronext Paris";"EUR";"0.01";"0.01";"0.01";"0.01";"19/06/2012 17:00";"CET";"3300";"33.00"
"ADECCO";"CH0012138605";"ADENz";"NYSE Arca Europe";"CHF";"47.45";"47.45";"47.00";"47.00";"07/09/2012 15:22";"CET";"397";"32299.96"
"ADIDAS";"DE000A1EWWW0";"ADSd";"NYSE Arca Europe";"EUR";"64.09";"64.09";"64.02";"64.02";"07/09/2012 13:41";"CET";"43";"24544.86"
"ADL PARTNER";"FR0000062978";"ALP";"NYSE Euronext Paris";"EUR";"12.75";"12.79";"12.75";"12.79";"07/09/2012 17:01";"CET";"627";"8008.97"
"ADMIRAL GROUP";"GB00B02J6398";"ADMl";"NYSE Arca Europe";"GBP";"1188.00";"1188.00";"1185.00";"1185.00";"14/08/2012 11:25";"CET";"470";"1802367.00"
"ADOCIA";"FR0011184241";"ADOC";"NYSE Euronext Paris";"EUR";"9.11";"9.30";"9.11";"9.12";"07/09/2012 17:35";"CET";"1186";"10813.56"
"ADOMOS";"FR0000044752";"ALADO";"NYSE Alternext Paris";"EUR";"0.14";"0.14";"0.12";"0.13";"07/09/2012 17:35";"CET";"1221245";"156928.85"
"ADP";"FR0010340141";"ADP";"NYSE Euronext Paris";"EUR";"62.10";"62.82";"61.87";"62.00";"07/09/2012 17:35";"CET";"59777";"3726795.25"
"ADT S.I.I.C.";"FR0011277391";"EADT";"NYSE Euronext Paris";"EUR";"0.47";"0.49";"0.47";"0.47";"07/09/2012 16:32";"CET";"3854";"1855.38"
"ADT S.I.I.C.NR";"FR0000064594";"EADNR";"NYSE Euronext Paris";"EUR";"0.01";"0.01";"0.01";"0.01";"06/09/2012 15:30";"CET";"50";"0.50"
"ADTHINK MEDIA";"FR0010457531";"ALADM";"NYSE Alternext Paris";"EUR";"4.39";"4.39";"4.35";"4.35";"07/09/2012 13:52";"CET";"3050";"13367.50"
"ADVERLINE";"FR0004176337";"ALADV";"NYSE Alternext Paris";"EUR";"8.41";"8.43";"8.41";"8.43";"07/09/2012 16:26";"CET";"1047";"8806.97"
"ADVINI";"FR0000053043";"ADVI";"NYSE Euronext Paris";"EUR";"31.00";"31.20";"31.00";"31.20";"07/09/2012 16:56";"CET";"160";"4983.16"
"AEDIAN";"FR0004005924";"AEDI";"NYSE Euronext Paris";"EUR";"3.70";"3.78";"3.70";"3.78";"07/09/2012 14:04";"CET";"351";"1326.70"
"AEDIFICA";"BE0003851681";"AED";"NYSE Euronext Brussels";"EUR";"46.50";"46.94";"46.38";"46.45";"07/09/2012 17:35";"CET";"15481";"720580.40"
"AEGIS GROUP";"GB00B4JV1B90";"AGSl";"NYSE Arca Europe";"GBP";"237.40";"237.40";"237.40";"237.40";"24/08/2012 17:14";"CET";"18195";"10219595.20"
"AEGON";"NL0000303709";"AGN";"NYSE Euronext Amsterdam";"EUR";"4.30";"4.384";"4.291";"4.318";"07/09/2012 17:35";"CET";"13223799";"57424499.218"
"AER LINGUS";"IE00B1CMPN86";"EIL1i";"NYSE Arca Europe";"EUR";"1.086";"1.086";"1.08";"1.08";"30/08/2012 13:42";"CET";"2000";"11940.00"
"AEROPORTO DI VENEZ";"IT0001490736";"SAVEm";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"AEROWATT";"FR0010396119";"ALWAT";"NYSE Alternext Paris";"EUR";"17.52";"17.52";"17.51";"17.51";"07/09/2012 17:27";"CET";"390";"6830.60"
"AFFINE R.E.";"FR0000036105";"IML";"NYSE Euronext Paris";"EUR";"11.30";"11.54";"11.30";"11.50";"07/09/2012 17:35";"CET";"9538";"109025.04"
"AFFIPARIS";"FR0010148510";"FID";"NYSE Euronext Paris";"EUR";"7.65";"7.66";"7.65";"7.66";"07/09/2012 17:19";"CET";"491";"3761.05"
"AFONE";"FR0000044612";"AFO";"NYSE Euronext Paris";"EUR";"7.40";"7.40";"7.04";"7.05";"07/09/2012 16:37";"CET";"2419";"17703.40"
"AFREN";"GB00B0672758";"AFRl";"NYSE Arca Europe";"GBP";"128.10";"128.10";"128.10";"128.10";"17/08/2012 17:20";"CET";"1196";"153207.60"
"AFRICAN BARRICK";"GB00B61D2N63";"ABGl";"NYSE Arca Europe";"GBP";"431.70";"431.70";"430.10";"430.10";"16/08/2012 10:57";"CET";"852";"479725.50"
"AGEAS";"BE0974264930";"AGS";"NYSE Euronext Brussels";"EUR";"19.05";"19.35";"18.89";"18.97";"07/09/2012 17:35";"CET";"855691";"16324744.095"
"AGFA STRIP VVPR(D)";"BE0005638128";"AGFS";"NYSE Euronext Brussels";"EUR";"0.001";"0.001";"0.001";"0.001";"07/09/2012 15:00";"CET";"5470";"5.47"
"AGFA-GEVAERT";"BE0003755692";"AGFB";"NYSE Euronext Brussels";"EUR";"1.32";"1.32";"1.28";"1.32";"07/09/2012 17:35";"CET";"290461";"378590.84"
"AGFEED";"US00846L1017";"ALHOG";"NYSE Alternext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"AGGREKO";"GB00B4WQ2Z29";"AGKl";"NYSE Arca Europe";"GBP";"2350.00";"2350.00";"2350.00";"2350.00";"07/09/2012 12:00";"CET";"49";"115150.00"
"AGRICOLE CRAU";"FR0000062176";"AGCR";"NYSE Euronext Paris";"EUR";"160.00";"160.00";"160.00";"160.00";"06/09/2012 16:30";"CET";"10";"1600.00"
"AGRIVOLT";"FR0010650622";"MLAGR";"Marché Libre Paris";"EUR";"1.08";"1.08";"1.08";"1.08";"31/08/2012 15:00";"CET";"108";"116.64"
"AGROGENERATION";"FR0010641449";"ALAGR";"NYSE Alternext Paris";"EUR";"1.86";"1.87";"1.84";"1.85";"07/09/2012 16:54";"CET";"9365";"17387.61"
"AGTA RECORD";"CH0008853209";"AGTA";"NYSE Euronext Paris";"EUR";"29.19";"29.71";"29.18";"29.71";"07/09/2012 10:51";"CET";"13226";"388598.82"
"AGUAS DA CURIA";"PTCUR0AP0000";"CUR";"Easynext Lisbon";"EUR";"2.69";"2.69";"2.69";"2.69";"11/07/2012 21:30";"BST";"32";"86.08"
"AHOLD KON";"NL0006033250";"AH";"NYSE Euronext Amsterdam";"EUR";"10.20";"10.25";"10.14";"10.18";"07/09/2012 17:35";"CET";"3730101";"35962308.48"
"AIR FRANCE -KLM";"FR0000031122";"AF";"NYSE Euronext Paris,Amsterdam";"EUR";"4.19";"4.34";"4.183";"4.34";"07/09/2012 17:35";"CET";"5800458";"24612366.178"
"AIR LIQUIDE";"FR0000120073";"AI";"NYSE Euronext Paris";"EUR";"97.42";"97.80";"96.49";"96.52";"07/09/2012 17:37";"CET";"1083867";"105333247.31"
"AIRKIT";"BE0949062146";"MLAIR";"Marché Libre Paris";"EUR";"6.60";"6.60";"6.60";"6.60";"12/10/2010 15:00";"CET";"20";"-"
"AJAX";"NL0000018034";"AJAX";"NYSE Euronext Amsterdam";"EUR";"7.07";"7.07";"7.001";"7.001";"07/09/2012 14:44";"CET";"154";"1088.504"
"AKD";"FR0011034750";"MLAKD";"Marché Libre Paris";"EUR";"1.00";"1.00";"1.00";"1.00";"04/09/2012 15:00";"CET";"550";"550.00"
"AKER SOLUTIONS";"NO0010215684";"AKSOo";"NYSE Arca Europe";"NOK";"107.80";"107.80";"107.80";"107.80";"03/09/2012 15:47";"CET";"91";"9809.80"
"AKKA TECH. BSAAR";"FR0010575563";"AKABS";"NYSE Euronext Paris";"EUR";"24.00";"24.00";"24.00";"24.00";"30/08/2012 14:41";"CET";"104";"2496.00"
"AKKA TECHNOLOGIES";"FR0004180537";"AKA";"NYSE Euronext Paris";"EUR";"23.79";"24.00";"23.75";"23.92";"07/09/2012 17:35";"CET";"14899";"356285.44"
"AKZO NOBEL";"NL0000009132";"AKZA";"NYSE Euronext Amsterdam";"EUR";"47.215";"47.765";"46.945";"47.535";"07/09/2012 17:35";"CET";"877369";"41657176.675"
"ALBA";"ES0117160111";"ALBe";"NYSE Arca Europe";"EUR";"37.16";"37.16";"37.16";"37.16";"29/07/2011 16:59";"CET";"42";"-"
"ALCATEL-LUCENT";"FR0000130007";"ALU";"NYSE Euronext Paris";"EUR";"0.904";"0.933";"0.902";"0.93";"07/09/2012 17:35";"CET";"33157244";"30586933.511"
"ALCOA";"US0138171014";"AAn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"ALES GROUPE";"FR0000054652";"ALPHY";"NYSE Alternext Paris";"EUR";"13.85";"13.85";"13.85";"13.85";"07/09/2012 17:16";"CET";"382";"5290.70"
"ALFA LAVAL";"SE0000695876";"ALFAs";"NYSE Arca Europe";"SEK";"112.30";"113.00";"112.30";"113.00";"06/09/2012 16:26";"CET";"331";"204418.60"
"ALFACAM GROUP";"BE0003868859";"ALFA";"NYSE Euronext Brussels";"EUR";"1.35";"1.35";"1.32";"1.32";"07/09/2012 12:34";"CET";"1625";"2172.75"
"ALGETA";"NO0010239437";"ALGETo";"NYSE Arca Europe";"NOK";"175.50";"175.50";"175.00";"175.00";"06/07/2012 16:57";"CET";"221";"38721.50"
"ALGOS NETWORK";"FR0010413203";"MLALG";"Marché Libre Paris";"EUR";"1.65";"1.65";"1.65";"1.65";"04/09/2009 15:00";"CET";"2000";"-"
"ALLAMI NYOMDA";"HU0000093257";"ANYt";"NYSE Arca Europe";"HUF";"-";"-";"-";"-";"-";"-";"-";"-"
"ALLIANCE TRUST";"GB00B11V7W98";"ATSTl";"NYSE Arca Europe";"GBP";"362.40";"362.40";"362.40";"362.40";"02/08/2012 09:07";"CET";"1";"362.40"
"ALLIANZ";"DE0008404005";"ALVd";"NYSE Arca Europe";"EUR";"92.56";"92.56";"92.56";"92.56";"07/09/2012 17:23";"CET";"33";"3054.48"
"ALLIED GOLD MINING";"GB00B44QDS07";"ALDl";"NYSE Arca Europe";"GBP";"145.00";"145.00";"145.00";"145.00";"23/08/2012 09:27";"CET";"442";"64090.00"
"ALLIED IRISH BANKS";"IE0000197834";"AIBi";"NYSE Arca Europe";"EUR";"0.383";"0.383";"0.383";"0.383";"22/12/2010 11:50";"CET";"500";"-"
"ALLSTATE";"US0200021014";"ALLn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"ALMIRALL";"ES0157097017";"ALMe";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"ALPES (COMPAGNIE)";"FR0000053324";"CDA";"NYSE Euronext Paris";"EUR";"13.00";"13.07";"12.97";"13.05";"07/09/2012 17:35";"CET";"7146";"93066.62"
"ALPHA M.O.S. BS";"FR0011073915";"ALMBS";"NYSE Euronext Paris";"EUR";"0.021";"0.021";"0.021";"0.021";"10/05/2012 17:28";"CET";"65";"1.37"
"ALPHA MOS";"FR0000062804";"ALM";"NYSE Euronext Paris";"EUR";"1.02";"1.02";"1.02";"1.02";"07/09/2012 09:00";"CET";"230";"234.60"
"ALSTOM";"FR0010220475";"ALO";"NYSE Euronext Paris";"EUR";"29.00";"30.09";"28.955";"30.00";"07/09/2012 17:36";"CET";"2228781";"66369428.045"
"ALTAMIR AMBOISE";"FR0000053837";"LTA";"NYSE Euronext Paris";"EUR";"6.60";"6.80";"6.60";"6.65";"07/09/2012 17:35";"CET";"24793";"167000.73"
"ALTAREA";"FR0000033219";"ALTA";"NYSE Euronext Paris";"EUR";"116.95";"117.00";"116.20";"117.00";"07/09/2012 17:28";"CET";"445";"52033.95"
"ALTAREIT";"FR0000039216";"AREIT";"NYSE Euronext Paris";"EUR";"170.00";"170.00";"170.00";"170.00";"07/09/2012 11:30";"CET";"1";"170.00"
"ALTEN";"FR0000071946";"ATE";"NYSE Euronext Paris";"EUR";"24.23";"24.49";"24.10";"24.45";"07/09/2012 17:35";"CET";"39009";"948486.81"
"ALTRAN TECHN.";"FR0000034639";"ALT";"NYSE Euronext Paris";"EUR";"4.70";"4.99";"4.69";"4.90";"07/09/2012 17:35";"CET";"1428090";"6977815.413"
"ALTRI SGPS";"PTALT0AE0002";"ALTR";"NYSE Euronext Lisbon";"EUR";"1.30";"1.49";"1.30";"1.405";"07/09/2012 22:36";"BST";"771305";"1058133.396"
"ALTRIA GROUP";"US02209S1033";"MOn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"AMADEUS IT HOLDING";"ES0109067019";"AMSe";"NYSE Arca Europe";"EUR";"17.98";"17.98";"17.62";"17.62";"07/09/2012 14:21";"CET";"842";"70217.54"
"AMAZON.COM";"US0231351067";"AMZNn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"AMEC PLC";"GB0000282623";"AMECl";"NYSE Arca Europe";"GBP";"1106.00";"1106.00";"1106.00";"1106.00";"31/08/2012 11:20";"CET";"149";"164794.00"
"AMER SPORTS";"FI0009000285";"AMEASh";"NYSE Arca Europe";"EUR";"9.27";"9.27";"9.27";"9.27";"31/07/2012 15:12";"CET";"127";"1177.29"
"AMER.ELECT.POWER";"US0255371017";"AEPn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"AMERICAN EXPRESS";"US0258161092";"AXPn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"AMG";"NL0000888691";"AMG";"NYSE Euronext Amsterdam";"EUR";"6.144";"6.345";"6.11";"6.275";"07/09/2012 17:35";"CET";"468132";"2944743.684"
"AMGEN INC";"US0311621009";"AMGNn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"AMLIN";"GB00B2988H17";"AMLl";"NYSE Arca Europe";"GBP";"379.40";"379.40";"379.40";"379.40";"31/07/2012 12:58";"CET";"2342";"999339.60"
"AMPLIFON";"IT0004056880";"AMPm";"NYSE Arca Europe";"EUR";"3.605";"3.605";"3.605";"3.605";"23/02/2012 17:14";"CET";"1000";"3605.00"
"AMSTERDAM COMMOD.";"NL0000313286";"ACOMO";"NYSE Euronext Amsterdam";"EUR";"12.79";"13.15";"12.75";"13.14";"07/09/2012 17:29";"CET";"72635";"940815.855"
"AMT HOLDING";"NL0000886968";"AMT";"NYSE Euronext Amsterdam";"EUR";"0.022";"0.026";"0.021";"0.024";"07/09/2012 16:41";"CET";"53501";"1183.526"
"ANADARKO PETROLEUM";"US0325111070";"APCn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"AND INTERNATIONAL";"NL0000430106";"AND";"NYSE Euronext Amsterdam";"EUR";"1.59";"1.60";"1.56";"1.57";"07/09/2012 17:35";"CET";"6585";"10344.734"
"ANDREW MACALLISTER";"FR0011040674";"MLAMA";"Marché Libre Paris";"EUR";"4.10";"4.10";"4.10";"4.10";"07/09/2012 15:00";"CET";"1";"4.10"
"ANDRITZ";"AT0000730007";"ANDRv";"NYSE Arca Europe";"EUR";"42.005";"42.005";"42.005";"42.005";"23/08/2012 16:14";"CET";"43";"1806.215"
"ANF IMMOBILIER";"FR0000063091";"ANF";"NYSE Euronext Paris";"EUR";"32.70";"32.98";"32.15";"32.70";"07/09/2012 17:35";"CET";"10526";"342757.32"
"ANGLO AMERICAN";"GB00B1XZS820";"AALl";"NYSE Arca Europe";"GBP";"1883.00";"1970.50";"1883.00";"1965.00";"07/09/2012 17:26";"CET";"14488";"36326568.00"
"ANGLO PACIFIC GRP";"GB0006449366";"APFl";"NYSE Arca Europe";"GBP";"244.90";"244.90";"244.90";"244.90";"24/05/2012 14:06";"CET";"533";"130531.70"
"ANITE PLC";"GB00B3KHXB36";"AIEl";"NYSE Arca Europe";"GBP";"-";"-";"-";"-";"-";"-";"-";"-"
"ANSALDO STS";"IT0003977540";"STSm";"NYSE Arca Europe";"EUR";"6.285";"6.285";"6.285";"6.285";"10/08/2012 15:34";"CET";"227";"1426.695"
"ANTARES CERT";"BE0003676872";"ANT";"NYSE Euronext Brussels";"EUR";"57.01";"57.01";"57.01";"57.01";"06/09/2012 15:00";"CET";"10";"570.10"
"ANTENA 3";"ES0109427734";"A3TVe";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"ANTEVENIO";"ES0109429037";"ALANT";"NYSE Alternext Paris";"EUR";"5.16";"5.16";"5.12";"5.15";"07/09/2012 17:06";"CET";"952";"4896.98"
"ANTIGOON INV (D)";"BE0003894145";"ANTG";"Marché Libre Brussels";"EUR";"9.90";"9.90";"9.90";"9.90";"12/07/2012 15:00";"CET";"18";"178.20"
"ANTIPODES VOYAGES";"FR0010968826";"MLANT";"Marché Libre Paris";"EUR";"11.99";"11.99";"11.99";"11.99";"07/09/2012 15:00";"CET";"1";"11.99"
"ANTOFAGASTA";"GB0000456144";"ANTOl";"NYSE Arca Europe";"GBP";"1190.00";"1231.00";"1190.00";"1231.00";"07/09/2012 16:10";"CET";"114";"197372.00"
"ANTONOV";"GB00B3SHND79";"ATVAM";"NYSE Euronext Amsterdam";"EUR";"0.01";"0.02";"0.01";"0.01";"07/09/2012 17:35";"CET";"4805170";"48561.70"
"AP ALTERNAT ASSETS";"GB00B15Y0C52";"AAA";"NYSE Euronext Amsterdam";"USD";"11.75";"11.89";"11.75";"11.87";"07/09/2012 16:37";"CET";"2500";"29625.00"
"AP MOELLER-MAER. B";"DK0010244508";"MAERBc";"NYSE Arca Europe";"DKK";"39860.00";"39920.00";"39860.00";"39920.00";"07/09/2012 16:38";"CET";"7";"478460.00"
"AP MOELLER-MAERS.A";"DK0010244425";"MAERAc";"NYSE Arca Europe";"DKK";"39760.00";"39760.00";"39760.00";"39760.00";"27/07/2012 16:26";"CET";"1";"39760.00"
"APACHE";"US0374111054";"APAn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"APERAM";"LU0569974404";"APAM";"NYSE Euronext Amsterdam,Paris";"EUR";"11.40";"11.93";"11.40";"11.905";"07/09/2012 17:35";"CET";"1290433";"15182907.895"
"APPENINN VAGYONKEZ";"HU0000102132";"APPENINNet";"NYSE Arca Europe";"HUF";"-";"-";"-";"-";"-";"-";"-";"-"
"APPLE";"US0378331005";"AAPLn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"APRIL";"FR0004037125";"APR";"NYSE Euronext Paris";"EUR";"14.40";"14.90";"14.30";"14.78";"07/09/2012 17:35";"CET";"29703";"432925.985"
"APRR";"FR0006807004";"ARR";"NYSE Euronext Paris";"EUR";"40.50";"40.60";"40.40";"40.58";"07/09/2012 17:28";"CET";"511";"20686.07"
"AQUARIUS PLATINUM";"BMG0440M1284";"AQPl";"NYSE Arca Europe";"GBP";"38.69";"38.69";"38.69";"38.69";"01/08/2012 09:11";"CET";"2200";"85118.00"
"AQUILA";"FR0010340711";"ALAQU";"NYSE Alternext Paris";"EUR";"2.80";"2.80";"2.80";"2.80";"07/09/2012 15:30";"CET";"300";"840.00"
"ARCADIS";"NL0006237562";"ARCAD";"NYSE Euronext Amsterdam";"EUR";"16.53";"17.05";"16.50";"16.90";"07/09/2012 17:35";"CET";"87146";"1467504.11"
"ARCANDOR";"DE0006275001";"AROd";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"ARCELORMITTAL";"LU0323134006";"MT";"NYSE Euronext Amsterdam,Paris";"EUR";"11.90";"12.47";"11.90";"12.425";"07/09/2012 17:35";"CET";"14643880";"177458680.875"
"ARCHOS";"FR0000182479";"JXR";"NYSE Euronext Paris";"EUR";"3.87";"3.87";"3.75";"3.77";"07/09/2012 17:35";"CET";"293375";"1116669.56"
"ARDOIN ST AMAND A";"FR0005057635";"MLARD";"Marché Libre Paris";"EUR";"38.00";"38.00";"38.00";"38.00";"29/02/2012 15:00";"CET";"5";"190.00"
"ARDOIN ST AMAND B";"FR0004070795";"ARDO";"Marché Libre Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"AREVA";"FR0011027143";"AREVA";"NYSE Euronext Paris";"EUR";"13.25";"13.54";"13.20";"13.535";"07/09/2012 17:35";"CET";"68791";"922547.465"
"ARGAN";"FR0010481960";"ARG";"NYSE Euronext Paris";"EUR";"11.66";"11.79";"11.58";"11.70";"07/09/2012 17:35";"CET";"3605";"42136.36"
"ARION ENTREPRISE";"FR0010518605";"MLARI";"Marché Libre Paris";"EUR";"4.00";"4.00";"4.00";"4.00";"04/07/2012 15:00";"CET";"510";"2040.00"
"ARKEMA";"FR0010313833";"AKE";"NYSE Euronext Paris";"EUR";"69.88";"71.19";"69.59";"71.13";"07/09/2012 17:35";"CET";"379060";"25774134.84"
"ARKOON";"FR0010481101";"ALARK";"NYSE Alternext Paris";"EUR";"1.36";"1.39";"1.30";"1.30";"07/09/2012 17:25";"CET";"16658";"21894.57"
"ARM HOLDINGS";"GB0000595859";"ARMl";"NYSE Arca Europe";"GBP";"556.00";"556.00";"550.00";"550.00";"07/09/2012 14:00";"CET";"536";"375080.00"
"ARNOLDO MONDADORI";"IT0001469383";"MNm";"NYSE Arca Europe";"EUR";"1.40";"1.40";"1.40";"1.40";"19/03/2012 17:19";"CET";"827";"1157.80"
"ARPADIS GROUP (D)";"BE0003875920";"ARPA";"Marché Libre Brussels";"EUR";"0.52";"0.52";"0.52";"0.52";"13/08/2012 15:00";"CET";"615";"319.80"
"ARPADIS ST VVPR(D)";"BE0005619904";"ARPAS";"Marché Libre Brussels";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"ARSEUS (D)";"BE0003874915";"RCUS";"NYSE Euronext Brussels,Amsterdam";"EUR";"12.95";"13.30";"12.95";"13.20";"07/09/2012 17:35";"CET";"32810";"432444.31"
"ARSEUS ST VVPR (D)";"BE0005617882";"RCUSS";"NYSE Euronext Brussels";"EUR";"1.774";"1.774";"1.774";"1.774";"31/08/2012 15:10";"CET";"74100";"131453.42"
"ARTHUR";"FR0004166155";"ART";"NYSE Euronext Brussels";"EUR";"1.15";"1.15";"1.15";"1.15";"17/04/2012 16:30";"CET";"4645";"5341.75"
"ARTHUR MAURY";"FR0010772426";"MLAMY";"Marché Libre Paris";"EUR";"0.80";"0.80";"0.80";"0.80";"31/08/2012 15:00";"CET";"500";"400.00"
"ARTOIS NOM.";"FR0000076952";"ARTO";"NYSE Euronext Paris";"EUR";"2599.99";"2599.99";"2599.99";"2599.99";"07/09/2012 16:30";"CET";"1";"2599.99"
"ARTPRICE COM";"FR0000074783";"PRC";"NYSE Euronext Paris";"EUR";"23.65";"24.48";"23.62";"24.10";"07/09/2012 17:35";"CET";"42953";"1033331.44"
"ARTSNET";"FR0010923433";"MLART";"Marché Libre Paris";"EUR";"12.95";"12.95";"12.95";"12.95";"13/04/2012 15:00";"CET";"15";"194.25"
"ARYZTA";"CH0043238366";"ARYNz";"NYSE Arca Europe";"CHF";"46.00";"46.00";"46.00";"46.00";"24/07/2012 16:30";"CET";"5";"230.00"
"ASCENCIO (D)";"BE0003856730";"ASC";"NYSE Euronext Brussels";"EUR";"47.81";"47.81";"47.81";"47.81";"07/09/2012 11:30";"CET";"30";"1434.30"
"ASCOPIAVE";"IT0004093263";"ASCm";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"ASHMORE GROUP";"GB00B132NW22";"ASHMl";"NYSE Arca Europe";"GBP";"355.70";"355.70";"355.70";"355.70";"15/08/2012 09:05";"CET";"438";"155796.60"
"ASHTEAD GROUP";"GB0000536739";"AHTl";"NYSE Arca Europe";"GBP";"242.00";"242.10";"242.00";"242.10";"25/07/2012 14:20";"CET";"989";"239411.60"
"ASM INTERNATIONAL";"NL0000334118";"ASM";"NYSE Euronext Amsterdam";"EUR";"28.84";"29.48";"27.82";"28.09";"07/09/2012 17:35";"CET";"436263";"10291513.715"
"ASML HOLDING";"NL0006034001";"ASML";"NYSE Euronext Amsterdam";"EUR";"45.94";"46.655";"43.88";"43.91";"07/09/2012 17:35";"CET";"4693213";"211580197.51"
"ASSA ABLOY B";"SE0000255648";"ASSABs";"NYSE Arca Europe";"SEK";"197.40";"197.40";"197.40";"197.40";"05/09/2012 09:26";"CET";"69";"13620.60"
"ASSICURAZ.GEN.ORD.";"IT0000062072";"GEN";"Traded not listed Amsterdam";"EUR";"11.60";"11.60";"11.60";"11.60";"11/08/2011 11:30";"CET";"500";"-"
"ASSIMA";"GB00B19RTX44";"ALSIM";"NYSE Alternext Paris";"EUR";"4.50";"4.50";"4.50";"4.50";"05/07/2012 15:30";"CET";"10000";"45000.00"
"ASSYA CIE FIN";"FR0004060234";"ALASS";"NYSE Alternext Paris";"EUR";"3.80";"3.80";"3.80";"3.80";"05/09/2012 15:30";"CET";"1";"3.80"
"ASSYABSADEC2015";"FR0010972000";"ASBSA";"NYSE Alternext Paris";"EUR";"0.25";"0.25";"0.25";"0.25";"30/07/2012 16:00";"CET";"30";"7.50"
"ASSYSTEM";"FR0000074148";"ASY";"NYSE Euronext Paris";"EUR";"15.43";"15.50";"15.31";"15.46";"07/09/2012 17:35";"CET";"6046";"93339.45"
"ASSYSTEM BSAR 0713";"FR0010356535";"ASSBR";"NYSE Euronext Paris";"EUR";"0.011";"0.011";"0.011";"0.011";"29/08/2012 13:43";"CET";"16636";"183.00"
"ASSYSTEMBSAARJUL15";"FR0010630590";"ASYBS";"NYSE Euronext Paris";"EUR";"4.55";"4.69";"4.55";"4.69";"07/09/2012 16:33";"CET";"1500";"6872.50"
"ASTALDI";"IT0003261069";"ASTm";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"ASTELLIA";"FR0004176535";"ALAST";"NYSE Alternext Paris";"EUR";"11.50";"11.50";"11.50";"11.50";"07/09/2012 09:00";"CET";"1";"11.50"
"ASTRAZENECA";"GB0009895292";"AZNl";"NYSE Arca Europe";"GBP";"2927.00";"2928.00";"2910.00";"2925.50";"07/09/2012 17:29";"CET";"2045";"12735165.00"
"AT&T";"US00206R1023";"Tn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"ATARI";"FR0010478248";"ATA";"NYSE Euronext Paris";"EUR";"1.21";"1.21";"1.19";"1.21";"07/09/2012 17:26";"CET";"109089";"131171.68"
"ATARI BSA 31/12/12";"FR0010690099";"ATBSA";"NYSE Euronext Paris";"EUR";"0.05";"0.05";"0.05";"0.05";"03/09/2012 13:49";"CET";"618";"30.90"
"ATARI NV";"FR0011231166";"ATANV";"NYSE Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"ATENOR GROUP (D)";"BE0003837540";"ATEB";"NYSE Euronext Brussels";"EUR";"29.15";"30.22";"29.15";"29.92";"07/09/2012 17:35";"CET";"658";"19354.00"
"ATENOR STRIP (D)";"BE0005602736";"ATES";"NYSE Euronext Brussels";"EUR";"0.281";"0.281";"0.281";"0.281";"07/09/2012 15:00";"CET";"35";"9.835"
"ATI PETROLEUM";"VGG0683W1068";"MLATP";"Marché Libre Paris";"EUR";"0.03";"0.03";"0.03";"0.03";"24/08/2012 15:00";"CET";"2000";"60.00"
